ltc
In Sample,Optimized For,Sharpe,Win Rate,Return,Full-Sharpe,Full-Win Rate,Full-Return,N1,N2,Buy Number,Hold Number
2017-01-01,Sharpe Ratio,nan,nan,0.0,0.0,46.38364779874214,-94.07964681000013,10,20,100,1
2018-01-01,Sharpe Ratio,1.8727579383558814,66.66666666666666,90.43650399000002,0.0,47.02970297029702,-92.08817062599988,12,34,104,1
2019-01-01,Sharpe Ratio,1.2089921601759752,54.761904761904766,449.330226702,0.09456447009448378,48.99328859060403,38.2824224820005,10,62,107,5
2020-01-01,Sharpe Ratio,1.4817394050791362,75.0,2.544283705999993,0.0,40.909090909090914,-90.08051613599999,18,26,106,1

btc
In Sample,Optimized For,Sharpe,Win Rate,Return,Full-Sharpe,Full-Win Rate,Full-Return,N1,N2,Buy Number,Hold Number
2017-01-01,Sharpe Ratio,nan,nan,0.0,0.6786948777011651,52.94117647058824,1330.6646826879992,10,20,100,9
2018-01-01,Sharpe Ratio,0.9990749677716783,75.0,52.91410983200006,0.15046372282591783,62.745098039215684,40.216881234000155,10,22,105,9
2019-01-01,Sharpe Ratio,1.2403046815138286,63.63636363636363,245.67209563200004,0.14863280832712056,55.769230769230774,35.26805411000014,44,72,106,9
2020-01-01,Sharpe Ratio,2.0542998162953663,70.0,112.71091543200002,0.561614571014549,64.28571428571429,305.75057298800004,22,50,109,9

aave
In Sample,Optimized For,Sharpe,Win Rate,Return,Full-Sharpe,Full-Win Rate,Full-Return,N1,N2,Buy Number,Hold Number
2020-01-01,Sharpe Ratio,1.9734155534531908,100.0,3.4881340146000026,0.3655988251381363,42.857142857142854,214.27314302320016,10,74,100,9

ada
In Sample,Optimized For,Sharpe,Win Rate,Return,Full-Sharpe,Full-Win Rate,Full-Return,N1,N2,Buy Number,Hold Number
2018-01-01,Sharpe Ratio,1.3907080773383813,50.0,61.01089676165604,0.5942985195760081,54.54545454545454,8653.520466827516,10,34,101,9
2019-01-01,Sharpe Ratio,1.0387984540569946,62.5,175.2727060209481,0.0,51.89873417721519,-70.62364110170807,44,68,105,9
2020-01-01,Sharpe Ratio,0.8157611470892303,65.78947368421053,844.7170108820178,0.5458595204846013,56.32183908045977,2902.5012815566038,12,24,103,9

dot
In Sample,Optimized For,Sharpe,Win Rate,Return,Full-Sharpe,Full-Win Rate,Full-Return,N1,N2,Buy Number,Hold Number
2020-01-01,Sharpe Ratio,1.0803399861319298,100.0,39.9486468776,0.07236604542311756,56.25,17.279801697199744,52,78,101,9

eth
In Sample,Optimized For,Sharpe,Win Rate,Return,Full-Sharpe,Full-Win Rate,Full-Return,N1,N2,Buy Number,Hold Number
2017-01-01,Sharpe Ratio,nan,nan,0.0,0.2551424945667972,48.38709677419355,251.86142906399996,10,20,100,9
2018-01-01,Sharpe Ratio,1.596237022238467,100.0,116.93716724399998,0.11236890619548522,44.554455445544555,48.194559562000144,10,54,107,9
2019-01-01,Sharpe Ratio,1.4004639069185536,60.0,121.087476204,0.0,48.07692307692308,-98.84564962599993,38,64,108,9
2020-01-01,Sharpe Ratio,1.2199277073218537,58.536585365853654,316.06696777799993,0.0,53.21100917431193,-82.85954832200008,64,76,101,9

sol
In Sample,Optimized For,Sharpe,Win Rate,Return,Full-Sharpe,Full-Win Rate,Full-Return,N1,N2,Buy Number,Hold Number
2020-01-01,Sharpe Ratio,0.8999721498178668,75.0,46.59976239258,0.2985569829957902,58.97435897435898,1020.0849746676798,10,22,102,9

uni
In Sample,Optimized For,Sharpe,Win Rate,Return,Full-Sharpe,Full-Win Rate,Full-Return,N1,N2,Buy Number,Hold Number
2020-01-01,Sharpe Ratio,1.4112178840639251,100.0,12.64522958843999,0.37387996302424753,51.515151515151516,388.7063548033402,28,52,100,9

xlm
In Sample,Optimized For,Sharpe,Win Rate,Return,Full-Sharpe,Full-Win Rate,Full-Return,N1,N2,Buy Number,Hold Number
2018-01-01,Sharpe Ratio,1.1676118475906314,100.0,85.39111397617198,0.0,50.0,-100.0,10,20,107,9
2019-01-01,Sharpe Ratio,1.2314953625628302,75.0,66.72420860080598,0.0,25.0,-100.0,52,68,102,9
2020-01-01,Sharpe Ratio,0.9331710020428556,100.0,50.79289679622799,0.04624048445594386,71.42857142857143,78.21724437281003,50,68,108,9

